UniqueID	SIZE	BIG4	GAAP	CR	QR	AT	CashR	NWC	CFOCL	OM	TM	CFM	ROE	ROA	GRIE	CFONI	CFOTL	CFOTR	CFOTA	EF	FAF	LTDE	CAT	DCOH	ACP	AAP	DR	DSCR	CFOLTL	TAT	FAT	DEPR	CFOFA	APP	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	 
22017	12.2382	1	0	5.906793056	5.55081158	4.488228389	0.059574429	4.906793056	0.559126118	0.0171	0.0922	0.0697	0.116004024	0.819625616	0.174413822	0.714681522	0.127408585	0.065901555	0.585771283	7.065492965	0.764466059	0.641846735	1.357697445	225.703262	49.49525819	9.543712176	4.597580934	3.088732558	0.127408585	8.401813815	1.809305784	0.051194419	0.126144115	50.28782906	0	0	0	0	0	0	0	0	0	1	0	
22018	14.6815	1	0	5.353845252	4.996735886	3.900137958	0.149657809	4.353845252	0.727324779	0.0082	0.0550	0.0901	0.065596791	0.042499915	0.055575353	1.596660695	0.17237308	0.087811306	0.067857944	0.647896246	0.621378519	0.707399512	1.507334223	193.0292345	50.71692905	9.800679513	0.393669032	2.767764052	0.17237308	0.752918007	1.557563876	0.047056694	0.140377944	49.49292475	0	0	0	0	0	0	0	0	0	0	1	
32008	11.1179	0	0	0.957562136	0.684029614	0.019434162	0.019434162	-0.042437864	0.533976732	-0.0420	-0.1531	0.0963	-0.166070708	-0.085484422	0	-0.701337038	0.123550824	0.107408786	0.059953391	0.514747139	0.480614372	4.579369419	5.79345575	1.337396246	44.09225261	2.241676942	0.485252861	1.062591508	0.123550824	0.622868085	0.80262428	0.054472487	0.0772556	68.81677011	1	0	0	0	0	0	0	0	0	0	0	
32009	11.1095	0	0	0.953515175	0.677039314	0	0	-0.046484825	0.311051351	-0.0597	-0.0427	0.0570	-0.054424595	-0.027454679	-0.028259992	-1.324427481	0.073377035	0.056513343	0.036361731	0.504453526	0.493551094	4.455522283	5.726698899	0	45.63147316	2.843813387	0.495546474	1.54740958	0.073377035	0.638328768	0.832035747	0.063139358	0.047396047	69.73856769	0	1	0	0	0	0	0	0	0	0	0	
32010	11.0799	0	0	0.832530828	0.538226659	0	0	-0.167469172	0.421608925	-0.0568	-0.0418	0.0800	-0.058077396	-0.029156901	-0.03377055	-1.89846642	0.111159277	0.079415994	0.055353398	0.502035278	0.491342975	3.794638583	6.327972916	0	37.53607091	3.679407549	0.497964722	1.157799493	0.111159277	0.691670778	0.926838843	0.065609229	0.074173554	72.43008623	0	0	1	0	0	0	0	0	0	0	0	
32011	11.0711	0	0	0.905519177	0.469181998	0	0	-0.094480823	0.377299657	-0.0144	-0.0061	0.0756	-0.009080485	-0.004557828	-0.008998771	-12.3890785	0.113373727	0.075405069	0.056467294	0.501936688	0.495202087	2.912105058	5.510445363	0	34.50781217	4.571892393	0.498063312	1.821771612	0.113373727	0.746783853	1.061444238	0.066397709	0.080260016	79.59169103	0	0	0	1	0	0	0	0	0	0	0	
32012	10.9802	0	0	0.735029612	0.503399868	0	0	-0.264970388	0.317284492	-0.1050	-0.0757	0.0641	-0.119565595	-0.058705281	-0.106796417	-0.839524086	0.096823856	0.06355867	0.049284497	0.490988075	0.499290541	3.358841611	6.732915548	0	37.81060281	5.449108553	0.509011925	0.628601921	0.096823856	0.768722317	1.085207186	0.067416243	0.069575046	74.73434833	0	0	0	0	1	0	0	0	0	0	0	
32013	10.9115	0	0	0.960877971	0.558398726	0	0	-0.039122029	0.390196747	-0.0855	-0.0475	0.0724	-0.084066802	-0.040783183	-0.077547622	-1.535123043	0.121597675	0.072923973	0.062607204	0.48512828	0.517780977	2.942432965	5.611078234	0	39.47380014	6.279903783	0.51487172	1.560181369	0.121597675	0.865077917	1.263808914	0.06904726	0.091464065	71.78199996	0	0	0	0	0	1	0	0	0	0	0	
32014	10.8224	0	0	0.853166776	0.628095551	0	0	-0.146833224	0.462524655	-0.1471	-0.0886	0.0921	-0.177031818	-0.080690205	-0.140562702	-1.043510507	0.154723067	0.092492769	0.084201077	0.455794933	0.537511843	3.295516428	5.887233496	0	48.30708843	6.213327564	0.544205067	0.783568905	0.154723067	0.914382605	1.35711748	0.0739591	0.124970393	73.92507601	0	0	0	0	0	0	1	0	0	0	0	
32015	10.7233	0	0	0.889421506	0.643207321	0	0	-0.110578494	0.384137706	-0.0755	-0.0520	0.0718	-0.122690645	-0.054998789	-0.109282682	-1.412094513	0.140764102	0.073415508	0.077663488	0.448272064	0.528700403	2.338983051	6.015923567	0	45.87070819	7.639780018	0.551727936	1.692829868	0.140764102	1.08178234	1.63620615	0.068879524	0.117466769	72.57934187	0	0	0	0	0	0	0	1	0	0	0	
32016	10.6951	0	0	1.525723739	1.137634409	0	0	0.525723739	0.817866005	0.0395	0.0583	0.0869	0.139341143	0.074653918	0.16190055	1.500455235	0.241288433	0.08748894	0.112014863	0.535763645	0.526690002	1.29273313	6.170335032	0	45.30793668	8.970735189	0.464236355	5.008298755	0.241288433	1.289371729	2.075001823	0.064532474	0.1802669	45.0180568	0	0	0	0	0	0	0	0	1	0	0	
32017	10.7090	0	0	1.848199853	1.427332843	0.104041146	0.104041146	0.848199853	0.741660544	0.0236	0.0298	0.0870	0.067105886	0.038006077	0.071933015	2.967078189	0.253745601	0.088540753	0.112767003	0.566359818	0.526072448	0.960155562	4.614852509	5.059717273	58.03215156	10.89306837	0.444409688	4.472422062	0.253745601	1.29683171	2.33349415	0.05960405	0.202910787	48.63188707	0	0	0	0	0	0	0	0	0	1	0	
32018	10.7009	0	0	2.20239521	1.73396065	0.527117194	0.527117194	1.20239521	1.260564585	0.0215	0.0329	0.1235	0.071297721	0.043832778	0.076771343	3.78622816	0.420332021	0.124469972	0.165960897	0.614785116	0.470332501	0.816891561	4.635671561	20.68051418	44.00611882	17.03796587	0.394832868	3.444311377	0.420332021	1.344152626	2.402181789	0.038924591	0.296594477	39.23323771	0	0	0	0	0	0	0	0	0	0	1	
42008	9.9170	0	0	1.935121421	1.404856832	0.645886191	0.645886191	0.935121421	0.760782892	-0.0565	-0.0331	0.1016	-0.068035307	-0.033839779	0	-3.059766764	0.206006478	0.101303089	0.103541831	0.497385556	0.58101345	1.680615245	3.870013111	32.30184744	37.72135031	8.402362205	0.502614444	0.881591119	0.206006478	1.019238358	1.6157335	0.054137005	0.164138255	50.01167064	1	0	0	0	0	0	0	0	0	0	0	
42009	9.9368	0	0	2.685058397	2.149416029	1.253322594	1.253322594	1.685058397	1.042690294	0.0214	0.0524	0.1134	0.105713278	0.057984331	0.124863632	2.159299416	0.277313625	0.113061706	0.125205532	0.548505658	0.57593075	1.150797649	3.424328784	55.42770702	36.62510147	9.769676885	0.451494342	2.765120968	0.277313625	1.104071961	1.918648626	0.050947617	0.217581309	44.22461328	0	1	0	0	0	0	0	0	0	0	0	
42010	9.9410	0	0	3.24073079	2.82751209	1.393874261	1.393874261	2.24073079	0.6646964	-0.0232	-0.0007	0.0548	-0.001253238	-0.000722369	0.055281256	-82.46666667	0.140616119	0.055007115	0.059571394	0.576402601	0.560575447	1.248829672	3.741004808	44.3678538	44.28064751	10.64488392	0.423645557	4.143603133	0.140616119	1.086539851	1.823486624	0.046984204	0.099975754	31.83059981	0	0	1	0	0	0	0	0	0	0	0	
42011	10.0775	0	0	3.051801802	2.632507508	1.277027027	1.277027027	2.051801802	0.921546547	0.0101	0.0653	0.0948	0.124112697	0.07125751	0.14169939	1.447523585	0.242182105	0.094466677	0.103146927	0.574135541	0.54615216	1.057749469	3.185608856	54.36884277	53.70884271	8.936682725	0.425906475	3.805094131	0.242182105	1.088147557	1.89278667	0.054484776	0.179419718	42.57454354	0	0	0	1	0	0	0	0	0	0	0	
42012	10.1133	0	0	2.374732334	2.055912443	1.28194147	1.28194147	1.374732334	0.871520343	-0.0540	0.0201	0.1334	0.040642653	0.022456425	-0.002488108	6.611913357	0.331853597	0.13268374	0.148479935	0.552533441	0.527391975	0.952347778	2.752129045	77.69823397	46.2577918	8.441446613	0.447426024	2.553941909	0.331853597	1.113457641	2.119521605	0.062967649	0.282638889	60.60981391	0	0	0	0	1	0	0	0	0	0	0	
42013	10.0378	0	0	2.926781647	2.40676863	1.391799544	1.391799544	1.926781647	0.146762122	-0.0761	0.0011	0.0173	0.002195229	0.001311533	0.002567677	15.03333333	0.048984468	0.016885694	0.019716709	0.597446883	0.504855967	0.832406025	2.905826106	63.01893267	45.91944982	8.652333508	0.402509399	1.668680765	0.048984468	1.142563609	2.151028807	0.066561955	0.037119342	45.27874213	0	0	0	0	0	1	0	0	0	0	0	
42014	10.1018	0	0	4.024227528	3.017907303	2.179775281	2.179775281	3.024227528	1.116573034	-0.0181	0.0282	0.1155	0.049666137	0.032023946	0.150665886	4.071702945	0.367036011	0.115000723	0.130391996	0.64478432	0.519564052	0.571204086	2.401884652	90.29008607	33.012087	9.932957746	0.355256684	2.503703704	0.367036011	1.128751845	2.459174558	0.061578491	0.284080758	41.42174052	0	0	0	0	0	0	1	0	0	0	0	
42015	10.0194	0	0	3.985480268	3.024944155	1.998138496	1.998138496	2.985480268	0.198436337	-0.0860	-0.0444	0.0202	-0.080830298	-0.052364414	-0.074785374	-0.453231293	0.067391579	0.020126119	0.023733191	0.647831508	0.521309512	0.555047821	2.46268099	75.17960625	39.52685723	11.08489388	0.352168492	0.64673913	0.067391579	1.173880132	2.631300529	0.057673615	0.053198922	37.6248225	0	0	0	0	0	0	0	1	0	0	0	
42016	9.9937	0	0	3.606598084	2.451578574	1.460446967	1.460446967	2.606598084	0.076622916	-0.0567	-0.0279	0.0081	-0.054504602	-0.034356725	-0.051687401	-0.287234043	0.02669303	0.008026458	0.009868421	0.630345395	0.527827828	0.591873386	2.635290646	57.56387665	38.95526949	11.46662388	0.369700292	0.892018779	0.02669303	1.224095395	2.681981982	0.055932508	0.021621622	39.41524612	0	0	0	0	0	0	0	0	1	0	0	
42017	9.9205	0	0	3.302043644	2.395912712	1.295808798	1.295808798	2.302043644	0.326983027	-0.0690	-0.0295	0.0356	-0.060338201	-0.038588212	-0.057041386	-1.202547771	0.128750682	0.035423468	0.046404169	0.639532026	0.490077178	0.539507222	2.783698731	52.4654192	45.16988778	13.67684659	0.360418817	0.703461179	0.128750682	1.304478199	2.925799338	0.049705228	0.104079383	40.48854991	0	0	0	0	0	0	0	0	0	1	0	
42018	9.8505	0	0	2.95490982	2.106546426	1.106546426	1.106546426	1.95490982	0.290247161	-0.0727	-0.0361	0.0313	-0.083708146	-0.052986766	-0.077171407	-0.864676617	0.124856322	0.031208475	0.045816418	0.632994148	0.47400502	0.534933909	3.134734938	44.00294749	40.63245956	14.87728269	0.366953129	0.470238095	0.124856322	1.462171139	3.314569141	0.047643906	0.103860404	39.76602016	0	0	0	0	0	0	0	0	0	0	1	
62008	13.4862	1	0	2.086298796	1.746269961	1.048059069	1.048059069	1.086298796	0.753424209	0.0395	0.0888	0.1310	0.087228834	0.06543172	0	1.465331181	0.383694153	0.130132851	0.095879139	0.750115715	0.171660508	0.75838355	2.756116204	75.78894864	46.40197761	10.59361977	0.249884285	6.253130676	0.383694153	0.731743016	1.024341694	0.028400372	0.134217884	72.31362323	1	0	0	0	0	0	0	0	0	0	0	
62009	13.6128	1	0	1.86595789	1.54406921	0.764571607	0.764571607	0.86595789	0.877694392	0.0495	0.0896	0.1441	0.082890362	0.064053231	0.169189547	1.610026577	0.453754796	0.14426889	0.103127403	0.772746423	0.142137453	0.991175885	3.264087811	53.82413074	48.82583949	7.138976459	0.227275622	7.429979778	0.453754796	0.715639712	0.926593924	0.038881564	0.133527002	70.39776291	0	1	0	0	0	0	0	0	0	0	0	
62010	13.8500	1	0	1.8833189	1.444322805	0.838613748	0.838613748	0.8833189	0.625210372	0.0104	0.0545	0.1247	0.057767624	0.032489081	-0.077351236	2.275557538	0.168949812	0.124002055	0.073930773	0.562409853	0.473022188	2.607003431	2.661967188	69.38912636	45.89497499	6.505979571	0.437590147	4.18760513	0.168949812	0.592823806	0.878117957	0.044352343	0.10950967	82.742653	0	0	1	0	0	0	0	0	0	0	0	
62011	13.8960	1	0	2.311286504	2.048784155	1.320644943	1.320644943	1.311286504	1.085263277	0.0606	0.1184	0.2065	0.137303306	0.078566295	0.065323966	1.695492872	0.311387655	0.20067467	0.133208593	0.572209782	0.464344651	1.72978021	2.273749358	110.2873633	52.36410544	5.260094607	0.427790218	4.725493729	0.311387655	0.645050187	0.981899512	0.053382706	0.20277097	83.5102303	0	0	0	1	0	0	0	0	0	0	0	
62012	13.8937	1	0	2.037503634	1.616694124	0.913105275	0.913105275	1.037503634	0.49685047	0.0213	0.0636	0.1047	0.077872461	0.043598482	-0.023824995	1.631244034	0.16158821	0.103709567	0.071119763	0.559870347	0.442090613	1.735460686	2.329192231	79.85856439	56.02693358	6.614140538	0.440129653	2.701163768	0.16158821	0.679310488	1.011206892	0.046256372	0.10586734	87.45822258	0	0	0	0	1	0	0	0	0	0	0	
62013	13.9039	1	0	2.116448577	1.647342846	0.979428487	0.979428487	1.116448577	0.800778215	0.0323	0.0736	0.1572	0.097176656	0.055991337	0.039672092	2.123058562	0.280480272	0.156239397	0.118872887	0.576180934	0.414367929	1.489247312	2.406502028	81.29696915	49.68623614	6.326876088	0.423819066	3.63957943	0.280480272	0.756074363	1.137706652	0.052387201	0.178874566	83.00449726	0	0	0	0	0	1	0	0	0	0	0	
62014	13.9962	1	0	1.987537717	1.748915432	1.17427771	1.17427771	0.987537717	0.963981542	0.0386	0.0738	0.2513	0.228202912	0.055085156	-0.540553293	3.38386823	0.272758474	0.249585077	0.186400909	0.241386736	0.799415284	-4.02954884	1.930310948	130.067633	56.36830211	6.408377444	0.683391818	4.184555667	0.272758474	0.741860011	1.210250105	0.056679179	0.304089339	110.7639461	0	0	0	0	0	0	1	0	0	0	0	
62015	14.0177	1	0	1.90539789	1.566680603	1.084552746	1.084552746	0.90539789	0.536003191	0.0289	0.0673	0.1498	0.215221124	0.051918472	0.021083025	2.198876511	0.150877617	0.148043503	0.114162309	0.241233162	0.914997848	-4.540999379	1.878493121	125.4528608	50.60628506	8.020551031	0.756655036	4.295732536	0.150877617	0.762343422	1.28303298	0.048488586	0.192136514	115.6724385	0	0	0	0	0	0	0	1	0	0	0	
62016	13.9946	1	0	1.98776471	1.615836009	1.053565784	1.053565784	0.98776471	0.53342455	-0.0194	0.0016	0.1270	0.006692699	0.001322587	-0.199500825	81.07648546	0.120175659	0.127650787	0.107230669	0.197616335	1.15130629	-3.937764909	2.112408518	98.94637606	50.14183147	7.715527028	0.892282766	4.555120482	0.120175659	0.844090287	1.405848681	0.055040448	0.178594751	93.91570752	0	0	0	0	0	0	0	0	1	0	0	
62017	14.1017	1	0	1.94865814	1.720175957	1.267418305	1.267418305	0.94865814	0.950288334	0.0222	0.0428	0.2303	-0.135102372	0.035744572	-2.490178825	5.401920612	0.156847911	0.231227474	0.193089338	-0.264573974	1.863107191	-1.678380231	2.117660784	125.7847486	41.07736992	8.649073927	1.23106095	8.337724181	0.156847911	0.83848432	1.519827531	0.051941342	0.349991627	99.24485708	0	0	0	0	0	0	0	0	0	1	0	
62018	14.1448	1	0	2.558094891	2.116137663	1.441270999	1.441270999	1.558094891	0.551341186	0.0615	0.1037	0.1078	-0.183140237	0.08783075	0.892418324	1.039834535	0.096525205	0.107791656	0.091329447	-0.479581941	1.428582339	-0.960515493	1.999205414	123.9913519	50.42436722	8.460894529	0.94617201	13.63406537	0.096525205	0.847158091	1.55054496	0.055225608	0.167159372	86.02917286	0	0	0	0	0	0	0	0	0	0	1	
72008	13.4322	1	0	3.004143223	2.516611169	1.26639109	1.26639109	2.004143223	0.784925556	0.0600	0.0849	0.1145	0.126091699	0.089896229	0	1.338778908	0.419259214	0.113712732	0.120351175	0.712943279	0.251223055	0.400884022	2.28250684	76.37268247	67.90772613	8.511051525	0.287056721	6.760003049	0.419259214	1.051367597	1.975103426	0.04617297	0.226092205	60.30734352	1	0	0	0	0	0	0	0	0	0	0	
72009	13.5697	1	0	2.498494716	2.103165704	1.158062485	1.158062485	1.498494716	0.9453797	0.1023	0.1218	0.1569	0.168729741	0.122734427	0.170704202	1.282396941	0.577386899	0.15624294	0.157394254	0.72740245	0.184086246	0.334641192	2.411309956	83.12664439	58.28224202	8.646373013	0.27259755	2.764082233	0.577386899	1.003030353	1.740124888	0.042029409	0.273058196	71.78079378	0	1	0	0	0	0	0	0	0	0	0	
72010	13.7868	1	0	3.244051836	2.808215983	1.600820734	1.600820734	2.244051836	1.216155508	0.1138	0.1337	0.1687	0.173672104	0.115466235	0.135579337	1.254679311	0.432265949	0.167780275	0.144873096	0.664851937	0.381179462	0.72910863	2.221814173	97.36405489	62.20034703	8.84904136	0.335148063	10.70398922	0.432265949	0.858606452	1.515029736	0.038519545	0.255631725	60.82133546	0	0	1	0	0	0	0	0	0	0	0	
72011	13.8968	1	0	3.187825553	2.773755018	1.57514681	1.57514681	2.187825553	1.212310474	0.1099	0.1517	0.1600	0.190651907	0.132032491	0.162827272	1.020534842	0.438236273	0.154784673	0.134743757	0.692531711	0.309705183	0.712423767	2.377205421	90.53430578	58.609749	8.881649124	0.307468289	9.870775478	0.438236273	0.84227916	1.328726084	0.035353883	0.21256319	57.47674135	0	0	0	1	0	0	0	0	0	0	0	
72012	14.0094	1	0	2.929013703	2.192523661	0.867571055	0.867571055	1.929013703	0.490005839	0.0407	0.0913	0.0651	0.109743982	0.079168551	0.165742826	0.707340929	0.191393635	0.064607644	0.055999156	0.721393096	0.271797357	0.718232558	2.571563573	48.22461736	67.31567583	7.868898249	0.292586304	6.149736119	0.191393635	0.860793341	1.312151068	0.039180978	0.085362362	55.58578412	0	0	0	0	1	0	0	0	0	0	0	
72013	14.1481	1	0	2.188489222	1.655992918	0.859980627	0.859980627	1.188489222	1.134911917	0.0760	0.1200	0.2154	0.139133781	0.098276545	0.124807016	1.786747806	0.59796634	0.214320786	0.1755954	0.706345678	0.21317177	0.630969944	2.408089878	71.05281766	57.61060556	7.644079136	0.293654322	8.301424698	0.59796634	0.815395074	1.251103571	0.039972707	0.269425263	82.62141662	0	0	0	0	0	1	0	0	0	0	0	
