ZScore	DIST
4.615650551	0
3.664688544	0
3.86390954	0
3.032198754	0
2.97167145	0
3.454023183	0
3.807818965	0
3.62456697	0
4.607833254	0
4.532223023	0
4.068459224	0
4.139716603	0
0.592009429	1
1.185195984	0
0.601175102	1
0.19141125	1
0.193756014	1
1.256516374	0
0.616245522	1
0.913125779	1
0.810782969	1
1.339732066	0
1.470269835	0
2.299919024	0
2.985485023	0
3.780014683	0
4.051850413	0
4.03462055	0
4.581000744	0
3.662769688	0
4.272697847	0
4.024045252	0
4.233224101	0
3.453506536	0
2.799699051	0
2.680069146	0
2.978269627	0
2.946535061	0
3.306630743	0
4.005894476	0
4.197898921	0
4.264883305	0
4.698636606	0
5.114533991	0
4.283054563	0
1.781581233	0
2.611096248	0
2.733837517	0
2.715675088	0
3.017996274	0
3.302521735	0
3.73917198	0
3.903984126	0
3.996059444	0
4.464731512	0
4.481447021	0
1.781567774	0
1.400865815	0
1.711059727	0
2.568551021	0
1.46043673	0
2.274926922	0
2.072727606	0
1.828110124	0
1.84713557	0
1.962362894	0
1.702690618	0
2.47815832	0
2.300377314	0
2.759843793	0
3.341002345	0
2.195622413	0
2.822935903	0
3.125792117	0
2.948194015	0
2.452944513	0
2.687453107	0
2.588905639	0
3.352952589	0
2.475191802	0
3.384857263	0
3.818555216	0
3.400682766	0
3.969152552	0
4.272702003	0
3.746539946	0
4.077344991	0
3.964910874	0
4.128789445	0
4.444879452	0
2.621327749	0
2.334080516	0
3.061215203	0
2.987473753	0
3.612932006	0
2.974042081	0
2.817199081	0
2.368340802	0
2.781306608	0
2.867910787	0
3.688599848	0
3.495469667	0
3.527768948	0
4.451500865	0
3.930515813	0
4.401436696	0
4.619814926	0
4.863179975	0
4.072932542	0
4.319758176	0
2.836858728	0
3.930295529	0
3.123437843	0
1.681035089	0
1.933673165	0
1.317529335	0
1.567678857	0
1.694395839	0
1.326126954	0
1.626444143	0
1.647505764	0
1.767479944	0
3.347011437	0
3.102931208	0
2.741172181	0
2.991232795	0
2.276672742	0
2.806511907	0
3.085513195	0
2.631048418	0
2.010665872	0
2.427859974	0
2.548789579	0
4.235287563	0
3.289348229	0
3.125578946	0
3.583128221	0
2.901787535	0
2.75609026	0
2.925166904	0
2.851259808	0
2.576886591	0
2.9095773	0
3.434802409	0
2.651286451	0
2.442839685	0
3.374239344	0
4.129947897	0
2.890078526	0
3.301923355	0
3.615184972	0
3.668889533	0
3.39509837	0
3.945026857	0
4.293884963	0
6.240371123	0
5.214369115	0
6.511275136	0
8.013066607	0
4.716686011	0
4.636896839	0
5.378959087	0
4.018703805	0
3.546577516	0
4.64771812	0
2.708086933	0
3.10457369	0
3.193910124	0
3.932848587	0
3.863161003	0
4.11959942	0
4.193241498	0
4.198823714	0
4.000784007	0
3.380975193	0
3.515913688	0
4.917092374	0
4.511147486	0
4.392535739	0
4.618670919	0
3.354749555	0
3.92813418	0
4.073382952	0
3.765722597	0
2.945624848	0
2.355805206	0
3.163437672	0
6.232853137	0
4.091799811	0
4.681667101	0
4.966644407	0
4.951552651	0
4.656041847	0
4.832583884	0
5.19322935	0
5.218554223	0
5.506083687	0
6.45057658	0
4.990142455	0
3.856707323	0
5.398592381	0
3.4531208	0
3.351609377	0
4.068300231	0
4.388358367	0
4.682222947	0
3.686698229	0
2.768274683	0
0.764440642	1
4.947207848	0
5.005539393	0
5.405228971	0
5.823022399	0
5.785651289	0
5.501049572	0
5.940205599	0
6.517615314	0
6.47691223	0
6.684518163	0
6.20129662	0
4.735618326	0
2.578014871	0
3.545406874	0
3.462903648	0
3.354112317	0
3.595930223	0
4.288454034	0
4.472171809	0
4.315046443	0
3.953163934	0
4.188464467	0
4.205091632	0
4.42548467	0
5.042612406	0
4.409146905	0
4.255928784	0
4.433355593	0
4.82100992	0
4.941625068	0
5.377603235	0
5.682791618	0
4.392721313	0
3.673798378	0
2.824047115	0
2.968962237	0
3.734829148	0
2.445844333	0
3.493206711	0
3.760392064	0
3.388752884	0
2.37062212	0
3.226840188	0
2.709062099	0
6.500000817	0
2.985015182	0
2.840083753	0
3.296490471	0
2.957558776	0
3.607852474	0
4.247450359	0
3.64248428	0
4.306088474	0
4.649025345	0
4.919541387	0
1.995086205	0
1.236641285	0
1.774028593	0
2.838599131	0
1.495124432	0
2.852285717	0
3.321022077	0
4.0106783	0
3.638002642	0
4.47153252	0
4.857399631	0
-1.314728403	1
0.627808883	1
1.0608264	1
1.348046077	0
1.365719871	0
1.922174461	0
2.368271549	0
2.484849635	0
2.436876973	0
3.035904614	0
2.513839868	0
5.106143247	0
3.337362968	0
3.852076323	0
4.016794864	0
3.45390893	0
3.887510232	0
4.324117371	0
4.365401403	0
4.229768756	0
4.896598057	0
5.700145155	0
-0.141650316	1
3.425627684	0
3.727250355	0
2.803055408	0
3.75207825	0
3.876660127	0
3.435420796	0
3.172962728	0
3.858843542	0
4.38814045	0
3.82735009	0
4.806584792	0
5.904150977	0
7.211102803	0
7.883607074	0
8.525957658	0
10.64841338	0
10.894092	0
6.26938259	0
6.42951268	0
7.188320785	0
6.882650872	0
3.796978359	0
4.118897503	0
3.809500199	0
3.55860891	0
3.871590341	0
4.197270565	0
4.163031917	0
4.609287618	0
4.60127988	0
4.702402457	0
4.500557771	0
3.564911665	0
3.995382867	0
3.344629107	0
3.541567234	0
3.797438962	0
4.104474717	0
4.272474612	0
4.252297617	0
4.303062453	0
4.417548972	0
4.369722626	0
1.986623752	0
1.544394882	0
1.679861747	0
1.268352015	0
1.341815678	0
1.870461683	0
2.467794635	0
1.986817747	0
1.277167655	0
1.968825163	0
2.348271684	0
5.198098106	0
4.052211501	0
4.278388714	0
4.289076582	0
4.306329653	0
4.085290602	0
4.540843033	0
4.119982799	0
3.833667661	0
4.01052971	0
2.197361096	0
2.176884049	0
1.739842665	0
1.923921353	0
1.860916275	0
3.825340981	0
2.095797439	0
3.774073268	0
3.413808423	0
3.511241209	0
3.095903731	0
4.699916583	0
4.503809215	0
3.058633197	0
4.528504926	0
4.848129157	0
5.373345383	0
5.965154213	0
5.668432665	0
5.68867544	0
5.550374109	0
5.757015527	0
2.96641265	0
3.384661479	0
3.525300238	0
3.300382155	0
3.353311508	0
3.318475627	0
4.11200418	0
3.707799022	0
3.836818574	0
4.073731541	0
4.26028077	0
3.166204008	0
4.054389765	0
4.236624459	0
3.695895131	0
4.121754249	0
3.683951128	0
3.765464482	0
4.22482325	0
4.314257976	0
4.513570815	0
3.189269854	0
3.095674642	0
2.909464748	0
3.451536192	0
3.881930818	0
3.673621902	0
4.014818057	0
4.391593174	0
4.608432943	0
4.054384146	0
4.275095655	0
4.705102677	0
0.99114997	1
2.901370552	0
2.536462979	0
2.44129592	0
2.831020452	0
3.502768971	0
3.546398393	0
3.412394137	0
3.588425079	0
4.039706945	0
3.827867956	0
2.83167835	0
2.82146668	0
2.779096624	0
3.264157647	0
2.916970536	0
3.123464269	0
3.374659567	0
3.543774705	0
3.317154153	0
4.258082685	0
4.402238503	0
1.860641965	0
2.554272696	0
3.43364348	0
3.453043053	0
1.689837411	0
1.573782276	0
1.009094245	1
1.453268642	0
1.76553764	0
1.788399672	0
2.27639647	0
1.433275496	0
3.069294709	0
1.488183375	0
2.58729817	0
2.837746703	0
2.269446839	0
1.863901274	0
2.428668431	0
2.618503075	0
3.089262559	0
1.639733942	0
3.038899062	0
4.013323804	0
4.263617432	0
4.275796169	0
4.369300195	0
2.300423407	0
2.148697502	0
1.990070839	0
2.426214137	0
2.74577997	0
2.490261752	0
2.695136883	0
1.918376823	0
2.504917045	0
3.005506965	0
2.544395582	0
3.109628309	0
3.603539304	0
3.087813584	0
4.329451765	0
3.49579563	0
3.900167595	0
3.112754532	0
2.200958087	0
3.32998899	0
3.803341973	0
3.076228806	0
3.806646305	0
3.925983204	0
3.751208439	0
3.345922725	0
3.564471095	0
3.925035486	0
5.635471315	0
6.792676486	0
7.2007682	0
6.684550187	0
5.735535142	0
5.038016728	0
4.588628416	0
4.576008894	0
4.267952814	0
4.568565231	0
3.813527745	0
3.177213096	0
4.522167534	0
4.527243174	0
3.907598937	0
4.11826026	0
4.851183905	0
4.28199539	0
4.386496949	0
4.688886538	0
3.814915543	0
3.191360255	0
0.676226298	1
1.05128453	1
2.130159348	0
2.277598597	0
1.635479558	0
2.125585674	0
1.881608459	0
1.510697367	0
0.979547051	1
1.230726931	0
3.505548924	0
4.094246826	0
2.787382213	0
3.489631904	0
-9.749931519	1
3.350864427	0
3.694681561	0
4.070948142	0
3.962049261	0
3.299810855	0
3.883777787	0
4.017832104	0
0.691098454	1
2.495108965	0
2.710933418	0
2.271817424	0
2.748484859	0
3.491977635	0
3.301038502	0
3.178524867	0
3.278385232	0
3.544613225	0
3.325904916	0
1.47941781	0
2.265764381	0
2.099719438	0
2.156893861	0
2.374707929	0
2.852256307	0
2.660824048	0
2.730796811	0
2.86963921	0
3.151130536	0
2.86390566	0
2.762807728	0
2.967096616	0
3.197737055	0
2.666146181	0
2.370170389	0
2.761711228	0
2.523995875	0
2.564399887	0
2.696573065	0
2.964371628	0
2.755725668	0
2.744565678	0
3.232609695	0
3.377757838	0
3.468213419	0
3.85735536	0
4.723514036	0
4.84342367	0
3.891456783	0
4.023644516	0
3.496308848	0
3.64290688	0
1.176251448	0
3.389626815	0
3.137991939	0
1.989813652	0
3.270107817	0
4.175381412	0
3.592590592	0
3.866813159	0
4.194099395	0
4.28191537	0
4.085023694	0
-0.288647376	1
3.322822625	0
2.215262845	0
1.126546487	0
2.584499145	0
3.55815204	0
2.540687863	0
2.783237208	0
3.095854521	0
3.349944528	0
2.840405689	0
3.221928849	0
4.770683968	0
5.291822378	0
5.076041925	0
4.816170689	0
5.612459044	0
5.223792234	0
5.486541066	0
5.599245429	0
5.286473437	0
5.466846316	0
1.404447017	0
2.314495122	0
3.290581965	0
1.767658101	0
2.338197414	0
2.69827637	0
2.184811877	0
0.585503622	1
0.187387698	1
-0.322060185	1
-0.88057673	1
5.493582207	0
4.357161922	0
5.198662955	0
6.679795936	0
5.830159162	0
5.727085521	0
6.257533752	0
5.961237214	0
5.355153214	0
5.828654631	0
6.173347779	0
3.180592283	0
4.352735556	0
4.098589171	0
3.626706641	0
4.072184568	0
4.680644776	0
4.014035585	0
3.206757971	0
3.841698358	0
4.50007506	0
3.573530304	0
6.655598525	0
9.409651114	0
3.495458901	0
2.894289308	0
3.377936864	0
3.038043986	0
3.710482311	0
4.100053732	0
4.380151449	0
4.730207914	0
4.234003857	0
2.295203184	0
3.862064335	0
3.99548663	0
3.542668991	0
3.92316664	0
3.843813386	0
4.065847042	0
3.987117534	0
3.930957559	0
5.143553556	0
4.496748459	0
5.203703289	0
5.417566955	0
5.710771813	0
5.672327721	0
6.011980303	0
5.897904185	0
6.684423196	0
8.243493377	0
8.874963077	0
9.183443283	0
8.883146611	0
5.464093654	0
3.486598692	0
4.119049737	0
4.199998874	0
4.102209503	0
4.459678072	0
5.400345985	0
5.495474493	0
5.001564446	0
4.927174368	0
5.356955768	0
0.97400512	1
3.607720304	0
3.331167057	0
3.324230866	0
4.262118677	0
4.185600781	0
4.927654726	0
5.184540557	0
4.861596532	0
6.218330143	0
5.780960114	0
4.407365366	0
3.98291861	0
2.213242558	0
4.097598798	0
3.239832694	0
4.002382003	0
3.868391096	0
3.424618346	0
3.49321444	0
3.579825096	0
2.968088858	0
4.026667864	0
3.314180566	0
2.908559397	0
2.781153376	0
3.483998288	0
3.898315173	0
4.018955186	0
4.682384951	0
4.376632841	0
4.151217663	0
2.826079519	0
3.264302209	0
3.510032576	0
3.381778111	0
3.900288994	0
4.327362508	0
4.506891699	0
4.32007451	0
27.79905058	0
5.185122554	0
5.186347483	0
2.401324783	0
2.108607445	0
2.036132501	0
2.595884432	0
2.602085102	0
2.823901787	0
2.87617149	0
2.369038799	0
2.655621624	0
2.998049004	0
3.221271689	0
-0.114830885	1
0.616642631	1
1.210300975	0
0.732931799	1
1.658557695	0
2.038568229	0
1.602454182	0
1.587724247	0
1.824446456	0
1.872497799	0
1.620286519	0
3.003086952	0
2.988861253	0
2.067253752	0
2.750514293	0
3.17538993	0
3.264367878	0
3.366502453	0
2.939817111	0
3.548524393	0
3.612741899	0
3.55077622	0
3.044838672	0
2.292266774	0
3.157655425	0
3.600961086	0
3.401521563	0
3.81444927	0
4.230036664	0
4.98808767	0
4.119723486	0
4.918529106	0
5.024939978	0
3.113171861	0
1.763239209	0
1.658120808	0
1.736468181	0
2.156968976	0
2.089546341	0
2.026395958	0
0.991844043	1
1.938446803	0
1.859021163	0
1.952568929	0
2.855222673	0
1.898421367	0
2.907907741	0
3.084454725	0
2.753114357	0
2.892480447	0
2.382967337	0
2.512575189	0
2.643532303	0
1.408104257	0
2.392250528	0
4.125067694	0
3.888362025	0
3.695119244	0
4.069513776	0
4.593126441	0
4.558721461	0
4.516960283	0
4.337631539	0
4.648095314	0
4.12437912	0
4.590643745	0
3.831244808	0
4.340988765	0
4.927849621	0
4.861955707	0
5.944871974	0
6.611810721	0
6.835348687	0
7.288087485	0
7.586896641	0
7.541673592	0
4.244703424	0
2.697304311	0
3.36674978	0
3.78462055	0
3.124539145	0
3.418657992	0
3.290310907	0
3.109799997	0
2.769122979	0
3.736356704	0
3.136672682	0
3.915780463	0
4.791549998	0
2.500970871	0
2.178362147	0
2.593901477	0
2.881187228	0
2.977948263	0
2.934986436	0
2.823538282	0
2.68284562	0
3.97380121	0
5.417558522	0
7.12860229	0
6.112876064	0
3.750208709	0
4.010697238	0
4.018082886	0
4.444713887	0
4.25523384	0
4.820036606	0
4.752569848	0
4.481197951	0
3.402748839	0
1.568761243	0
2.09857221	0
2.356199069	0
2.71060858	0
3.15926203	0
3.527317822	0
2.545531795	0
2.865612142	0
2.695811902	0
2.701455784	0
7.070072073	0
6.899185807	0
4.335259592	0
4.29002931	0
4.350282375	0
4.821849689	0
4.518848651	0
5.124429711	0
4.935761212	0
3.62761608	0
4.119519374	0
2.592595196	0
2.032506962	0
1.96816855	0
2.34915119	0
2.776490745	0
3.033910728	0
2.814704215	0
2.517501995	0
2.179079789	0
2.841079212	0
2.724267394	0
4.547577842	0
4.520362945	0
3.411859573	0
2.867507243	0
4.447431837	0
5.440259916	0
4.476289226	0
4.556981705	0
5.579022905	0
4.893291318	0
4.652219152	0
2.096559061	0
2.689484191	0
2.768158811	0
2.283731181	0
2.455353862	0
2.692139208	0
2.744735164	0
3.036679358	0
3.429137963	0
3.394179579	0
3.185604314	0
2.359537044	0
2.987822542	0
1.47122365	0
1.085354202	1
1.140466887	0
1.7302368	0
2.472082219	0
2.132710385	0
2.531256831	0
